account_id,is_written_off,is_unlocked,amount_paid,price_unlock,pct_paid
401,False,True,9100,9100,100.0
402,False,False,2850,9100,31.0
403,False,False,2850,9100,31.0
404,False,False,1900,9100,21.0
405,False,True,9100,9100,100.0
406,False,False,2850,9100,31.0
407,False,True,9100,9100,100.0
408,False,False,2850,9100,31.0
409,False,False,2850,9100,31.0
410,False,False,2850,9100,31.0
411,False,True,9100,9100,100.0
412,False,False,2850,9100,31.0
413,False,False,-2775,9100,-30.0
414,False,True,9100,9100,100.0
415,False,False,2850,9100,31.0
416,False,False,1900,9100,21.0
417,False,False,2850,5400,53.0
418,False,False,2850,5400,53.0
419,False,False,2850,5400,53.0
420,False,True,5400,5400,100.0
421,False,True,5400,5400,100.0
422,False,False,2850,5400,53.0
423,False,True,5400,5400,100.0
424,False,True,5400,5400,100.0
425,False,False,376,5400,7.0
426,False,False,1900,5400,35.0
427,False,False,1900,5400,35.0
428,False,False,2850,5400,53.0
429,False,False,2850,5400,53.0
430,False,True,5400,5400,100.0
431,False,True,5400,5400,100.0
432,False,False,2850,5400,53.0
433,False,True,5400,5400,100.0
434,False,True,5400,5400,100.0
435,False,True,5400,5400,100.0
436,False,False,223,5400,4.0
437,False,False,2850,5400,53.0
438,False,False,2850,5400,53.0
439,False,False,2850,5400,53.0
440,False,False,2850,5400,53.0
441,False,False,1900,5400,35.0
442,False,False,147,5400,3.0
443,False,False,1900,5400,35.0
444,False,False,2850,5400,53.0
445,False,False,2850,5400,53.0
446,False,False,2850,5400,53.0
447,False,True,5400,5400,100.0
448,False,False,223,5400,4.0
449,False,False,351,5400,6.0
450,False,False,1900,5400,35.0
451,False,False,1900,5400,35.0
452,False,True,5400,5400,100.0
453,False,True,5400,5400,100.0
454,False,True,5400,5400,100.0
455,False,False,2850,5400,53.0
456,False,True,5400,5400,100.0
457,False,False,376,5400,7.0
458,False,True,6100,6100,100.0
459,False,False,2000,6100,33.0
460,False,True,6100,6100,100.0
461,False,False,3000,6100,49.0
462,False,True,6100,6100,100.0
463,False,False,2000,6100,33.0
